Time (s),LD-X (mm)
63.8200,-0.6493
63.8205,-0.8319
63.8210,-1.0124
63.8215,-1.1909
63.8220,-1.3673
63.8225,-1.5412
63.8230,-1.7126
63.8235,-1.8814
63.8240,-2.0472
63.8245,-2.2094
63.8250,-2.3673
63.8255,-2.5204
63.8260,-2.6681
63.8265,-2.8099
63.8270,-2.9449
63.8275,-3.0729
63.8280,-3.1937
63.8285,-3.3069
63.8290,-3.4127
63.8295,-3.5109
63.8300,-3.6014
63.8305,-3.6839
63.8310,-3.7582
63.8315,-3.8240
63.8320,-3.8810
63.8325,-3.9290
63.8330,-3.9677
63.8335,-3.9968
63.8340,-4.0158
63.8345,-4.0245
63.8350,-4.0227
63.8355,-4.0102
63.8360,-3.9868
63.8365,-3.9525
63.8370,-3.9073
63.8375,-3.8518
63.8380,-3.7867
63.8385,-3.7123
63.8390,-3.6287
63.8395,-3.5360
63.8400,-3.4340
63.8405,-3.3226
63.8410,-3.2021
63.8415,-3.0731
63.8420,-2.9358
63.8425,-2.7905
63.8430,-2.6373
63.8435,-2.4766
63.8440,-2.3091
63.8445,-2.1356
63.8450,-1.9565
63.8455,-1.7721
63.8460,-1.5826
63.8465,-1.3884
63.8470,-1.1902
63.8475,-0.9890
63.8480,-0.7851
63.8485,-0.5792
63.8490,-0.3714
63.8495,-0.1624
63.8500,0.0472
63.8505,0.2564
63.8510,0.4642
63.8515,0.6702
63.8520,0.8740
63.8525,1.0754
63.8530,1.2739
63.8535,1.4689
63.8540,1.6599
63.8545,1.8464
63.8550,2.0280
63.8555,2.2049
63.8560,2.3765
63.8565,2.5418
63.8570,2.6999
63.8575,2.8500
63.8580,2.9918
63.8585,3.1251
63.8590,3.2497
63.8595,3.3651
63.8600,3.4704
63.8605,3.5656
63.8610,3.6510
63.8615,3.7272
63.8620,3.7941
63.8625,3.8516
63.8630,3.8993
63.8635,3.9374
63.8640,3.9658
63.8645,3.9848
63.8650,3.9943
63.8655,3.9940
63.8660,3.9836
63.8665,3.9630
63.8670,3.9325
63.8675,3.8925
63.8680,3.8434
63.8685,3.7854
63.8690,3.7189
63.8695,3.6440
63.8700,3.5608
63.8705,3.4695
63.8710,3.3705
63.8715,3.2644
63.8720,3.1509
63.8725,3.0299
63.8730,2.9015
63.8735,2.7665
63.8740,2.6260
63.8745,2.4806
63.8750,2.3308
63.8755,2.1766
63.8760,2.0181
63.8765,1.8554
63.8770,1.6888
63.8775,1.5186
63.8780,1.3448
63.8785,1.1675
63.8790,0.9871
63.8795,0.8040
63.8800,0.6189
63.8805,0.4325
63.8810,0.2453
63.8815,0.0578
63.8820,-0.1296
63.8825,-0.3163
63.8830,-0.5018
63.8835,-0.6855
63.8840,-0.8675
63.8845,-1.0477
63.8850,-1.2260
63.8855,-1.4023
63.8860,-1.5762
63.8865,-1.7474
63.8870,-1.9155
63.8875,-2.0799
63.8880,-2.2403
63.8885,-2.3964
63.8890,-2.5475
63.8895,-2.6934
63.8900,-2.8334
63.8905,-2.9671
63.8910,-3.0941
63.8915,-3.2143
63.8920,-3.3272
63.8925,-3.4325
63.8930,-3.5299
63.8935,-3.6193
63.8940,-3.7004
63.8945,-3.7728
63.8950,-3.8364
63.8955,-3.8909
63.8960,-3.9361
63.8965,-3.9717
63.8970,-3.9974
63.8975,-4.0132
63.8980,-4.0189
63.8985,-4.0143
63.8990,-3.9993
63.8995,-3.9738
63.9000,-3.9377
63.9005,-3.8915
63.9010,-3.8353
63.9015,-3.7692
63.9020,-3.6934
63.9025,-3.6081
63.9030,-3.5132
63.9035,-3.4088
63.9040,-3.2948
63.9045,-3.1717
63.9050,-3.0396
63.9055,-2.8992
63.9060,-2.7509
63.9065,-2.5950
63.9070,-2.4322
63.9075,-2.2629
63.9080,-2.0877
63.9085,-1.9072
63.9090,-1.7215
63.9095,-1.5308
63.9100,-1.3355
63.9105,-1.1363
63.9110,-0.9338
63.9115,-0.7287
63.9120,-0.5213
63.9125,-0.3123
63.9130,-0.1023
63.9135,0.1077
63.9140,0.3166
63.9145,0.5237
63.9150,0.7288
63.9155,0.9319
63.9160,1.1329
63.9165,1.3312
63.9170,1.5261
63.9175,1.7169
63.9180,1.9028
63.9185,2.0835
63.9190,2.2586
63.9195,2.4277
63.9200,2.5903
63.9205,2.7457
63.9210,2.8935
63.9215,3.0330
63.9220,3.1641
63.9225,3.2864
63.9230,3.3994
63.9235,3.5026
63.9240,3.5957
63.9245,3.6791
63.9250,3.7530
63.9255,3.8178
63.9260,3.8733
63.9265,3.9190
63.9270,3.9546
63.9275,3.9802
63.9280,3.9960
63.9285,4.0022
63.9290,3.9986
63.9295,3.9850
63.9300,3.9612
63.9305,3.9275
63.9310,3.8843
63.9315,3.8323
63.9320,3.7716
63.9325,3.7025
63.9330,3.6249
63.9335,3.5392
63.9340,3.4458
63.9345,3.3452
63.9350,3.2373
63.9355,3.1220
63.9360,2.9991
63.9365,2.8688
63.9370,2.7320
63.9375,2.5894
63.9380,2.4419
63.9385,2.2897
63.9390,2.1333
63.9395,1.9728
63.9400,1.8087
63.9405,1.6410
63.9410,1.4698
63.9415,1.2950
63.9420,1.1168
63.9425,0.9353
63.9430,0.7511
63.9435,0.5650
63.9440,0.3780
63.9445,0.1905
63.9450,0.0030
63.9455,-0.1843
63.9460,-0.3708
63.9465,-0.5560
63.9470,-0.7394
63.9475,-0.9207
63.9480,-1.1001
63.9485,-1.2777
63.9490,-1.4531
63.9495,-1.6262
63.9500,-1.7965
63.9505,-1.9636
63.9510,-2.1272
63.9515,-2.2871
63.9520,-2.4427
63.9525,-2.5932
63.9530,-2.7378
63.9535,-2.8761
63.9540,-3.0079
63.9545,-3.1329
63.9550,-3.2509
63.9555,-3.3612
63.9560,-3.4635
63.9565,-3.5579
63.9570,-3.6445
63.9575,-3.7232
63.9580,-3.7938
63.9585,-3.8559
63.9590,-3.9090
63.9595,-3.9527
63.9600,-3.9870
63.9605,-4.0115
63.9610,-4.0260
63.9615,-4.0299
63.9620,-4.0231
63.9625,-4.0054
63.9630,-3.9769
63.9635,-3.9379
63.9640,-3.8885
63.9645,-3.8291
63.9650,-3.7601
63.9655,-3.6817
63.9660,-3.5940
63.9665,-3.4973
63.9670,-3.3915
63.9675,-3.2767
63.9680,-3.1529
63.9685,-3.0202
63.9690,-2.8787
63.9695,-2.7289
63.9700,-2.5714
63.9705,-2.4070
63.9710,-2.2366
63.9715,-2.0606
63.9720,-1.8792
63.9725,-1.6928
63.9730,-1.5017
63.9735,-1.3063
63.9740,-1.1073
63.9745,-0.9049
63.9750,-0.6995
63.9755,-0.4918
63.9760,-0.2825
63.9765,-0.0724
63.9770,0.1374
63.9775,0.3462
63.9780,0.5532
63.9785,0.7583
63.9790,0.9611
63.9795,1.1615
63.9800,1.3590
63.9805,1.5528
63.9810,1.7422
63.9815,1.9267
63.9820,2.1061
63.9825,2.2803
63.9830,2.4489
63.9835,2.6108
63.9840,2.7653
63.9845,2.9118
63.9850,3.0499
63.9855,3.1794
63.9860,3.3000
63.9865,3.4111
63.9870,3.5123
63.9875,3.6035
63.9880,3.6852
63.9885,3.7575
63.9890,3.8204
63.9895,3.8735
63.9900,3.9166
63.9905,3.9497
63.9910,3.9727
63.9915,3.9861
63.9920,3.9900
63.9925,3.9843
63.9930,3.9688
63.9935,3.9437
63.9940,3.9089
63.9945,3.8648
63.9950,3.8117
63.9955,3.7499
63.9960,3.6795
63.9965,3.6005
63.9970,3.5129
63.9975,3.4173
63.9980,3.3140
63.9985,3.2036
63.9990,3.0862
63.9995,2.9618
64.0000,2.8305
64.0005,2.6931
64.0010,2.5503
64.0015,2.4026
64.0020,2.2503
64.0025,2.0934
64.0030,1.9324
64.0035,1.7675
64.0040,1.5989
64.0045,1.4270
64.0050,1.2518
64.0055,1.0732
64.0060,0.8913
64.0065,0.7068
64.0070,0.5205
64.0075,0.3330
64.0080,0.1453
64.0085,-0.0423
64.0090,-0.2292
64.0095,-0.4151
64.0100,-0.5994
64.0105,-0.7820
64.0110,-0.9628
64.0115,-1.1420
64.0120,-1.3195
64.0125,-1.4948
64.0130,-1.6676
64.0135,-1.8374
64.0140,-2.0038
64.0145,-2.1664
64.0150,-2.3251
64.0155,-2.4793
64.0160,-2.6286
64.0165,-2.7723
64.0170,-2.9099
64.0175,-3.0407
64.0180,-3.1647
64.0185,-3.2814
64.0190,-3.3904
64.0195,-3.4915
64.0200,-3.5846
64.0205,-3.6696
64.0210,-3.7464
64.0215,-3.8147
64.0220,-3.8742
64.0225,-3.9245
64.0230,-3.9653
64.0235,-3.9964
64.0240,-4.0178
64.0245,-4.0292
64.0250,-4.0303
64.0255,-4.0211
64.0260,-4.0010
64.0265,-3.9701
64.0270,-3.9285
64.0275,-3.8766
64.0280,-3.8146
64.0285,-3.7426
64.0290,-3.6612
64.0295,-3.5706
64.0300,-3.4711
64.0305,-3.3628
64.0310,-3.2455
64.0315,-3.1193
64.0320,-2.9843
64.0325,-2.8405
64.0330,-2.6884
64.0335,-2.5285
64.0340,-2.3617
64.0345,-2.1886
64.0350,-2.0097
64.0355,-1.8256
64.0360,-1.6367
64.0365,-1.4436
64.0370,-1.2467
64.0375,-1.0467
64.0380,-0.8440
64.0385,-0.6388
64.0390,-0.4313
64.0395,-0.2220
64.0400,-0.0117
64.0405,0.1985
64.0410,0.4075
64.0415,0.6144
64.0420,0.8188
64.0425,1.0205
64.0430,1.2192
64.0435,1.4144
64.0440,1.6056
64.0445,1.7927
64.0450,1.9754
64.0455,2.1535
64.0460,2.3265
64.0465,2.4937
64.0470,2.6539
64.0475,2.8065
64.0480,2.9509
64.0485,3.0866
64.0490,3.2133
64.0495,3.3307
64.0500,3.4385
64.0505,3.5365
64.0510,3.6250
64.0515,3.7040
64.0520,3.7736
64.0525,3.8339
64.0530,3.8845
64.0535,3.9252
64.0540,3.9558
64.0545,3.9765
64.0550,3.9873
64.0555,3.9886
64.0560,3.9804
64.0565,3.9625
64.0570,3.9348
64.0575,3.8974
64.0580,3.8506
64.0585,3.7949
64.0590,3.7307
64.0595,3.6581
64.0600,3.5772
64.0605,3.4884
64.0610,3.3921
64.0615,3.2884
64.0620,3.1775
64.0625,3.0591
64.0630,2.9331
64.0635,2.7999
64.0640,2.6604
64.0645,2.5155
64.0650,2.3660
64.0655,2.2121
64.0660,2.0542
64.0665,1.8925
64.0670,1.7274
64.0675,1.5588
64.0680,1.3868
64.0685,1.2112
64.0690,1.0323
64.0695,0.8503
64.0700,0.6660
64.0705,0.4801
64.0710,0.2934
64.0715,0.1063
64.0720,-0.0806
64.0725,-0.2669
64.0730,-0.4523
64.0735,-0.6363
64.0740,-0.8184
64.0745,-0.9986
64.0750,-1.1771
64.0755,-1.3537
64.0760,-1.5281
64.0765,-1.6997
64.0770,-1.8682
64.0775,-2.0335
64.0780,-2.1951
64.0785,-2.3526
64.0790,-2.5055
64.0795,-2.6532
64.0800,-2.7950
64.0805,-2.9302
64.0810,-3.0585
64.0815,-3.1800
64.0820,-3.2944
64.0825,-3.4015
64.0830,-3.5008
64.0835,-3.5920
64.0840,-3.6751
64.0845,-3.7499
64.0850,-3.8162
64.0855,-3.8737
64.0860,-3.9219
64.0865,-3.9606
64.0870,-3.9894
64.0875,-4.0084
64.0880,-4.0174
64.0885,-4.0161
64.0890,-4.0044
64.0895,-3.9820
64.0900,-3.9488
64.0905,-3.9052
64.0910,-3.8515
64.0915,-3.7881
64.0920,-3.7149
64.0925,-3.6319
64.0930,-3.5393
64.0935,-3.4377
64.0940,-3.3272
64.0945,-3.2081
64.0950,-3.0804
64.0955,-2.9442
64.0960,-2.7994
64.0965,-2.6465
64.0970,-2.4860
64.0975,-2.3187
64.0980,-2.1453
64.0985,-1.9660
64.0990,-1.7814
64.0995,-1.5919
64.1000,-1.3986
64.1005,-1.2019
64.1010,-1.0020
64.1015,-0.7993
64.1020,-0.5937
64.1025,-0.3859
64.1030,-0.1768
64.1035,0.0328
64.1040,0.2421
64.1045,0.4504
64.1050,0.6570
64.1055,0.8616
64.1060,1.0636
64.1065,1.2627
64.1070,1.4583
64.1075,1.6500
64.1080,1.8371
64.1085,2.0191
64.1090,2.1957
64.1095,2.3666
64.1100,2.5312
64.1105,2.6888
64.1110,2.8387
64.1115,2.9805
64.1120,3.1140
64.1125,3.2386
64.1130,3.3541
64.1135,3.4598
64.1140,3.5556
64.1145,3.6419
64.1150,3.7189
64.1155,3.7869
64.1160,3.8454
64.1165,3.8939
64.1170,3.9326
64.1175,3.9614
64.1180,3.9804
64.1185,3.9894
64.1190,3.9883
64.1195,3.9769
64.1200,3.9557
64.1205,3.9252
64.1210,3.8857
64.1215,3.8375
64.1220,3.7804
64.1225,3.7148
64.1230,3.6408
64.1235,3.5587
64.1240,3.4686
64.1245,3.3706
64.1250,3.2648
64.1255,3.1512
64.1260,3.0302
64.1265,2.9022
64.1270,2.7679
64.1275,2.6278
64.1280,2.4827
64.1285,2.3330
64.1290,2.1789
64.1295,2.0206
64.1300,1.8583
64.1305,1.6923
64.1310,1.5227
64.1315,1.3495
64.1320,1.1727
64.1325,0.9927
64.1330,0.8099
64.1335,0.6249
64.1340,0.4385
64.1345,0.2511
64.1350,0.0631
64.1355,-0.1248
64.1360,-0.3121
64.1365,-0.4981
64.1370,-0.6824
64.1375,-0.8648
64.1380,-1.0453
64.1385,-1.2238
64.1390,-1.4001
64.1395,-1.5738
64.1400,-1.7445
64.1405,-1.9122
64.1410,-2.0769
64.1415,-2.2383
64.1420,-2.3960
64.1425,-2.5489
64.1430,-2.6963
64.1435,-2.8374
64.1440,-2.9718
64.1445,-3.0989
64.1450,-3.2184
64.1455,-3.3304
64.1460,-3.4347
64.1465,-3.5313
64.1470,-3.6202
64.1475,-3.7013
64.1480,-3.7741
64.1485,-3.8384
64.1490,-3.8939
64.1495,-3.9403
64.1500,-3.9772
64.1505,-4.0042
64.1510,-4.0210
64.1515,-4.0274
64.1520,-4.0232
64.1525,-4.0082
64.1530,-3.9824
64.1535,-3.9459
64.1540,-3.8987
64.1545,-3.8414
64.1550,-3.7744
64.1555,-3.6980
64.1560,-3.6121
64.1565,-3.5169
64.1570,-3.4125
64.1575,-3.2993
64.1580,-3.1775
64.1585,-3.0470
64.1590,-2.9078
64.1595,-2.7603
64.1600,-2.6047
64.1605,-2.4417
64.1610,-2.2720
64.1615,-2.0964
64.1620,-1.9154
64.1625,-1.7294
64.1630,-1.5386
64.1635,-1.3436
64.1640,-1.1449
64.1645,-0.9433
64.1650,-0.7392
64.1655,-0.5331
64.1660,-0.3253
64.1665,-0.1163
64.1670,0.0930
64.1675,0.3018
64.1680,0.5095
64.1685,0.7156
64.1690,0.9192
64.1695,1.1199
64.1700,1.3170
64.1705,1.5100
64.1710,1.6986
64.1715,1.8826
64.1720,2.0621
64.1725,2.2367
64.1730,2.4060
64.1735,2.5691
64.1740,2.7254
64.1745,2.8741
64.1750,3.0145
64.1755,3.1461
64.1760,3.2687
64.1765,3.3817
64.1770,3.4846
64.1775,3.5775
64.1780,3.6606
64.1785,3.7344
64.1790,3.7992
64.1795,3.8547
64.1800,3.9007
64.1805,3.9369
64.1810,3.9635
64.1815,3.9804
64.1820,3.9875
64.1825,3.9847
64.1830,3.9717
64.1835,3.9487
64.1840,3.9164
64.1845,3.8751
64.1850,3.8250
64.1855,3.7661
64.1860,3.6984
64.1865,3.6221
64.1870,3.5379
64.1875,3.4461
64.1880,3.3467
64.1885,3.2398
64.1890,3.1252
64.1895,3.0029
64.1900,2.8732
64.1905,2.7370
64.1910,2.5951
64.1915,2.4483
64.1920,2.2974
64.1925,2.1425
64.1930,1.9837
64.1935,1.8208
64.1940,1.6539
64.1945,1.4831
64.1950,1.3085
64.1955,1.1304
64.1960,0.9491
64.1965,0.7654
64.1970,0.5801
64.1975,0.3938
64.1980,0.2071
64.1985,0.0204
64.1990,-0.1662
64.1995,-0.3522
64.2000,-0.5371
64.2005,-0.7203
64.2010,-0.9016
64.2015,-1.0812
64.2020,-1.2594
64.2025,-1.4358
64.2030,-1.6098
64.2035,-1.7808
64.2040,-1.9484
64.2045,-2.1126
64.2050,-2.2731
64.2055,-2.4295
64.2060,-2.5809
64.2065,-2.7266
64.2070,-2.8659
64.2075,-2.9985
64.2080,-3.1241
64.2085,-3.2426
64.2090,-3.3537
64.2095,-3.4569
64.2100,-3.5522
64.2105,-3.6395
64.2110,-3.7189
64.2115,-3.7901
64.2120,-3.8528
64.2125,-3.9064
64.2130,-3.9503
64.2135,-3.9844
64.2140,-4.0087
64.2145,-4.0231
64.2150,-4.0272
64.2155,-4.0207
64.2160,-4.0032
64.2165,-3.9748
64.2170,-3.9360
64.2175,-3.8873
64.2180,-3.8288
64.2185,-3.7605
64.2190,-3.6823
64.2195,-3.5942
64.2200,-3.4964
64.2205,-3.3896
64.2210,-3.2742
64.2215,-3.1503
64.2220,-3.0176
64.2225,-2.8762
64.2230,-2.7267
64.2235,-2.5698
64.2240,-2.4060
64.2245,-2.2358
64.2250,-2.0595
64.2255,-1.8776
64.2260,-1.6906
64.2265,-1.4992
64.2270,-1.3038
64.2275,-1.1047
64.2280,-0.9023
64.2285,-0.6968
64.2290,-0.4889
64.2295,-0.2795
64.2300,-0.0696
64.2305,0.1399
64.2310,0.3484
64.2315,0.5555
64.2320,0.7608
64.2325,0.9638
64.2330,1.1641
64.2335,1.3611
64.2340,1.5544
64.2345,1.7434
64.2350,1.9279
64.2355,2.1074
64.2360,2.2815
64.2365,2.4497
64.2370,2.6114
64.2375,2.7658
64.2380,2.9123
64.2385,3.0506
64.2390,3.1800
64.2395,3.3000
64.2400,3.4102
64.2405,3.5103
64.2410,3.6006
64.2415,3.6814
64.2420,3.7529
64.2425,3.8153
64.2430,3.8683
64.2435,3.9117
64.2440,3.9456
64.2445,3.9700
64.2450,3.9847
64.2455,3.9894
64.2460,3.9841
64.2465,3.9688
64.2470,3.9436
64.2475,3.9089
64.2480,3.8648
64.2485,3.8118
64.2490,3.7500
64.2495,3.6797
64.2500,3.6014
64.2505,3.5155
64.2510,3.4222
64.2515,3.3215
64.2520,3.2131
64.2525,3.0968
64.2530,2.9728
64.2535,2.8414
64.2540,2.7037
64.2545,2.5607
64.2550,2.4131
64.2555,2.2614
64.2560,2.1058
64.2565,1.9463
64.2570,1.7830
64.2575,1.6161
64.2580,1.4454
64.2585,1.2707
64.2590,1.0922
64.2595,0.9105
64.2600,0.7264
64.2605,0.5407
64.2610,0.3538
64.2615,0.1662
64.2620,-0.0215
64.2625,-0.2089
64.2630,-0.3955
64.2635,-0.5808
64.2640,-0.7644
64.2645,-0.9462
64.2650,-1.1263
64.2655,-1.3045
64.2660,-1.4805
64.2665,-1.6539
64.2670,-1.8241
64.2675,-1.9909
64.2680,-2.1541
64.2685,-2.3132
64.2690,-2.4679
64.2695,-2.6176
64.2700,-2.7617
64.2705,-2.8996
64.2710,-3.0308
64.2715,-3.1549
64.2720,-3.2718
64.2725,-3.3813
64.2730,-3.4830
64.2735,-3.5768
64.2740,-3.6623
64.2745,-3.7394
64.2750,-3.8080
64.2755,-3.8679
64.2760,-3.9187
64.2765,-3.9602
64.2770,-3.9921
64.2775,-4.0141
64.2780,-4.0261
64.2785,-4.0279
64.2790,-4.0191
64.2795,-3.9993
64.2800,-3.9685
64.2805,-3.9271
64.2810,-3.8754
64.2815,-3.8138
64.2820,-3.7424
64.2825,-3.6610
64.2830,-3.5697
64.2835,-3.4690
64.2840,-3.3595
64.2845,-3.2415
64.2850,-3.1149
64.2855,-2.9799
64.2860,-2.8365
64.2865,-2.6851
64.2870,-2.5262
64.2875,-2.3607
64.2880,-2.1889
64.2885,-2.0113
64.2890,-1.8280
64.2895,-1.6398
64.2900,-1.4471
64.2905,-1.2505
64.2910,-1.0505
64.2915,-0.8473
64.2920,-0.6412
64.2925,-0.4330
64.2930,-0.2238
64.2935,-0.0145
64.2940,0.1940
64.2945,0.4013
64.2950,0.6072
64.2955,0.8111
64.2960,1.0128
64.2965,1.2116
64.2970,1.4069
64.2975,1.5982
64.2980,1.7850
64.2985,1.9670
64.2990,2.1439
64.2995,2.3153
64.3000,2.4809
64.3005,2.6402
64.3010,2.7922
64.3015,2.9365
64.3020,3.0723
64.3025,3.1995
64.3030,3.3175
64.3035,3.4258
64.3040,3.5242
64.3045,3.6125
64.3050,3.6912
64.3055,3.7606
64.3060,3.8209
64.3065,3.8719
64.3070,3.9133
64.3075,3.9453
64.3080,3.9678
64.3085,3.9807
64.3090,3.9840
64.3095,3.9771
64.3100,3.9599
64.3105,3.9325
64.3110,3.8954
64.3115,3.8493
64.3120,3.7944
64.3125,3.7309
64.3130,3.6591
64.3135,3.5793
64.3140,3.4917
64.3145,3.3964
64.3150,3.2935
64.3155,3.1831
64.3160,3.0651
64.3165,2.9398
64.3170,2.8076
64.3175,2.6691
64.3180,2.5252
64.3185,2.3766
64.3190,2.2238
64.3195,2.0671
64.3200,1.9065
64.3205,1.7422
64.3210,1.5743
64.3215,1.4026
64.3220,1.2272
64.3225,1.0482
64.3230,0.8662
64.3235,0.6817
64.3240,0.4954
64.3245,0.3082
64.3250,0.1207
64.3255,-0.0667
64.3260,-0.2535
64.3265,-0.4392
64.3270,-0.6234
64.3275,-0.8056
64.3280,-0.9861
64.3285,-1.1648
64.3290,-1.3418
64.3295,-1.5166
64.3300,-1.6889
64.3305,-1.8584
64.3310,-2.0246
64.3315,-2.1874
64.3320,-2.3463
64.3325,-2.5007
64.3330,-2.6497
64.3335,-2.7926
64.3340,-2.9288
64.3345,-3.0583
64.3350,-3.1806
64.3355,-3.2958
64.3360,-3.4034
64.3365,-3.5032
64.3370,-3.5949
64.3375,-3.6786
64.3380,-3.7541
64.3385,-3.8212
64.3390,-3.8796
64.3395,-3.9287
64.3400,-3.9685
64.3405,-3.9985
64.3410,-4.0186
64.3415,-4.0285
64.3420,-4.0280
64.3425,-4.0165
64.3430,-3.9938
64.3435,-3.9600
64.3440,-3.9156
64.3445,-3.8611
64.3450,-3.7970
64.3455,-3.7232
64.3460,-3.6399
64.3465,-3.5472
64.3470,-3.4454
64.3475,-3.3349
64.3480,-3.2157
64.3485,-3.0877
64.3490,-2.9511
64.3495,-2.8058
64.3500,-2.6523
64.3505,-2.4914
64.3510,-2.3240
64.3515,-2.1505
64.3520,-1.9714
64.3525,-1.7870
64.3530,-1.5977
64.3535,-1.4040
64.3540,-1.2066
64.3545,-1.0060
64.3550,-0.8023
64.3555,-0.5958
64.3560,-0.3869
64.3565,-0.1769
64.3570,0.0333
64.3575,0.2428
64.3580,0.4510
64.3585,0.6574
64.3590,0.8617
64.3595,1.0633
64.3600,1.2616
64.3605,1.4563
64.3610,1.6471
64.3615,1.8338
64.3620,2.0161
64.3625,2.1933
64.3630,2.3647
64.3635,2.5298
64.3640,2.6877
64.3645,2.8380
64.3650,2.9801
64.3655,3.1134
64.3660,3.2376
64.3665,3.3524
64.3670,3.4577
64.3675,3.5533
64.3680,3.6392
64.3685,3.7155
64.3690,3.7823
64.3695,3.8395
64.3700,3.8873
64.3705,3.9256
64.3710,3.9544
64.3715,3.9738
64.3720,3.9837
64.3725,3.9837
64.3730,3.9737
64.3735,3.9536
64.3740,3.9236
64.3745,3.8842
64.3750,3.8356
64.3755,3.7779
64.3760,3.7116
64.3765,3.6370
64.3770,3.5543
64.3775,3.4641
64.3780,3.3665
64.3785,3.2616
64.3790,3.1494
64.3795,3.0298
64.3800,2.9031
64.3805,2.7694
64.3810,2.6299
64.3815,2.4851
64.3820,2.3356
64.3825,2.1814
64.3830,2.0229
64.3835,1.8606
64.3840,1.6948
64.3845,1.5256
64.3850,1.3528
64.3855,1.1764
64.3860,0.9967
64.3865,0.8140
64.3870,0.6292
64.3875,0.4429
64.3880,0.2558
64.3885,0.0682
64.3890,-0.1193
64.3895,-0.3060
64.3900,-0.4915
64.3905,-0.6754
64.3910,-0.8576
64.3915,-1.0383
64.3920,-1.2174
64.3925,-1.3944
64.3930,-1.5690
64.3935,-1.7408
64.3940,-1.9095
64.3945,-2.0750
64.3950,-2.2367
64.3955,-2.3941
64.3960,-2.5466
64.3965,-2.6936
64.3970,-2.8346
64.3975,-2.9693
64.3980,-3.0973
64.3985,-3.2182
64.3990,-3.3316
64.3995,-3.4376
64.4000,-3.5357
64.4005,-3.6259
64.4010,-3.7078
64.4015,-3.7811
64.4020,-3.8455
64.4025,-3.9010
64.4030,-3.9475
64.4035,-3.9846
64.4040,-4.0119
64.4045,-4.0293
64.4050,-4.0365
64.4055,-4.0332
64.4060,-4.0192
64.4065,-3.9943
64.4070,-3.9587
64.4075,-3.9125
64.4080,-3.8562
64.4085,-3.7900
64.4090,-3.7140
64.4095,-3.6281
64.4100,-3.5327
64.4105,-3.4278
64.4110,-3.3139
64.4115,-3.1912
64.4120,-3.0601
64.4125,-2.9209
64.4130,-2.7737
64.4135,-2.6188
64.4140,-2.4568
64.4145,-2.2881
64.4150,-2.1130
64.4155,-1.9321
64.4160,-1.7459
64.4165,-1.5551
64.4170,-1.3602
64.4175,-1.1618
64.4180,-0.9603
64.4185,-0.7557
64.4190,-0.5484
64.4195,-0.3392
64.4200,-0.1291
64.4205,0.0805
64.4210,0.2886
64.4215,0.4949
64.4220,0.6994
64.4225,0.9018
64.4230,1.1018
64.4235,1.2991
64.4240,1.4930
64.4245,1.6831
64.4250,1.8688
64.4255,2.0495
64.4260,2.2251
64.4265,2.3949
64.4270,2.5582
64.4275,2.7143
64.4280,2.8629
64.4285,3.0032
64.4290,3.1351
64.4295,3.2580
64.4300,3.3713
64.4305,3.4747
64.4310,3.5682
64.4315,3.6521
64.4320,3.7268
64.4325,3.7921
64.4330,3.8479
64.4335,3.8938
64.4340,3.9300
64.4345,3.9568
64.4350,3.9743
64.4355,3.9823
64.4360,3.9804
64.4365,3.9682
64.4370,3.9457
64.4375,3.9134
64.4380,3.8717
64.4385,3.8210
64.4390,3.7619
64.4395,3.6944
64.4400,3.6190
64.4405,3.5358
64.4410,3.4449
64.4415,3.3464
64.4420,3.2402
64.4425,3.1260
64.4430,3.0041
64.4435,2.8750
64.4440,2.7396
64.4445,2.5987
64.4450,2.4531
64.4455,2.3028
64.4460,2.1482
64.4465,1.9894
64.4470,1.8269
64.4475,1.6609
64.4480,1.4914
64.4485,1.3184
64.4490,1.1419
64.4495,0.9619
64.4500,0.7790
64.4505,0.5940
64.4510,0.4075
64.4515,0.2201
64.4520,0.0324
64.4525,-0.1551
64.4530,-0.3419
64.4535,-0.5272
64.4540,-0.7106
64.4545,-0.8921
64.4550,-1.0720
64.4555,-1.2500
64.4560,-1.4260
64.4565,-1.5996
64.4570,-1.7704
64.4575,-1.9382
64.4580,-2.1031
64.4585,-2.2646
64.4590,-2.4220
64.4595,-2.5744
64.4600,-2.7207
64.4605,-2.8604
64.4610,-2.9933
64.4615,-3.1193
64.4620,-3.2381
64.4625,-3.3496
64.4630,-3.4534
64.4635,-3.5497
64.4640,-3.6383
64.4645,-3.7190
64.4650,-3.7914
64.4655,-3.8550
64.4660,-3.9094
64.4665,-3.9543
64.4670,-3.9896
64.4675,-4.0151
64.4680,-4.0304
64.4685,-4.0351
64.4690,-4.0290
64.4695,-4.0118
64.4700,-3.9837
64.4705,-3.9451
64.4710,-3.8963
64.4715,-3.8374
64.4720,-3.7684
64.4725,-3.6899
64.4730,-3.6023
64.4735,-3.5056
64.4740,-3.4001
64.4745,-3.2857
64.4750,-3.1624
64.4755,-3.0304
64.4760,-2.8897
64.4765,-2.7405
64.4770,-2.5835
64.4775,-2.4194
64.4780,-2.2487
64.4785,-2.0720
64.4790,-1.8897
64.4795,-1.7025
64.4800,-1.5107
64.4805,-1.3148
64.4810,-1.1153
64.4815,-0.9127
64.4820,-0.7071
64.4825,-0.4992
64.4830,-0.2899
64.4835,-0.0801
64.4840,0.1295
